configuration,question_id,plugin,mode,elapsed_ms,input_norm,output_norm,delta_norm
qore_as_control,nq_0,baseline,replace,0.7525699999746394,0.0,6.135808830193063,6.135808830193063
qore_as_control,nq_1,baseline,replace,0.1825190000204202,0.0,5.8207139294233725,5.8207139294233725
qore_as_control,nq_2,baseline,replace,0.17923699999755627,0.0,4.985848299416998,4.985848299416998
qore_as_control,nq_3,baseline,replace,0.17792800002780496,0.0,6.366249080164166,6.366249080164166
qore_as_control,nq_4,baseline,replace,0.17663899996023247,0.0,6.257234247101976,6.257234247101976
qore_as_control,nq_5,baseline,replace,0.17703999998275322,0.0,6.2221211342846585,6.2221211342846585
qore_as_control,nq_6,baseline,replace,0.18646400002353403,0.0,6.429793569840613,6.429793569840613
qore_as_control,nq_7,baseline,replace,0.2090369999905306,0.0,6.5417899531358,6.5417899531358
qore_as_control,nq_8,baseline,replace,0.18725400002495007,0.0,5.248143031930132,5.248143031930132
qore_as_control,nq_9,baseline,replace,0.1851560000432073,0.0,5.830538597290635,5.830538597290635
qore_as_control,nq_10,baseline,replace,0.16169200000604178,0.0,5.61350215180187,5.61350215180187
qore_as_control,nq_11,baseline,replace,0.18232600001510946,0.0,5.445326270857907,5.445326270857907
qore_as_control,nq_12,baseline,replace,0.16478999998525978,0.0,5.7230596058062995,5.7230596058062995
qore_as_control,nq_13,baseline,replace,0.16579800001181866,0.0,5.38532500493756,5.38532500493756
qore_as_control,nq_14,baseline,replace,0.18144000000575033,0.0,5.922827625359093,5.922827625359093
qore_as_control,nq_15,baseline,replace,0.17363399996384032,0.0,5.047601970788997,5.047601970788997
qore_as_control,nq_16,baseline,replace,0.1570919999949183,0.0,5.896591290936628,5.896591290936628
qore_as_control,nq_17,baseline,replace,0.15393300003552213,0.0,5.8548127858504815,5.8548127858504815
qore_as_control,nq_18,baseline,replace,0.15858999995543854,0.0,5.912317829364883,5.912317829364883
qore_as_control,nq_19,baseline,replace,0.15767999997251536,0.0,5.840914612997901,5.840914612997901
qore_as_control,nq_20,baseline,replace,0.1556899999854977,0.0,6.226407562629137,6.226407562629137
qore_as_control,nq_21,baseline,replace,0.159445000008418,0.0,4.885628708346163,4.885628708346163
qore_as_control,nq_22,baseline,replace,0.15412499999456486,0.0,5.620821355351026,5.620821355351026
qore_as_control,nq_23,baseline,replace,0.1653929999747561,0.0,6.068042958769134,6.068042958769134
qore_as_control,nq_24,baseline,replace,0.15578599999344078,0.0,5.893169056342089,5.893169056342089
qore_as_control,nq_25,baseline,replace,0.1499120000403309,0.0,5.848764153441528,5.848764153441528
qore_as_control,nq_26,baseline,replace,0.18147700001236444,0.0,4.986708096822563,4.986708096822563
qore_as_control,nq_27,baseline,replace,0.1925720000031106,0.0,4.915882879307239,4.915882879307239
qore_as_control,nq_28,baseline,replace,0.1728490000232341,0.0,6.204271475393632,6.204271475393632
qore_as_control,nq_29,baseline,replace,0.16518600000381412,0.0,6.285324306884681,6.285324306884681
qore_as_control,nq_30,baseline,replace,0.16795599998431499,0.0,5.809781813109233,5.809781813109233
qore_as_control,nq_31,baseline,replace,0.16759699997237476,0.0,5.524472587342014,5.524472587342014
qore_as_control,nq_32,baseline,replace,0.17534199997726319,0.0,5.862571017357121,5.862571017357121
