question_id,tau,pool_size,K,gold_pool_count,control_gold_hits,oracle_gold_hits,oracle_gap,gold_hits,gold_recall,uncertainty_mean,uncertainty_gold_mean,uncertainty_non_gold_mean,selection_changed,selected_gold_gain,oracle_gap_closed,redundancy
nq_0,0.0,15,5,3,2,3,1,2,0.6666666666666666,0.6382506442002476,0.23714189265756647,0.7385278320859179,False,0,0,0.8541128623045979
nq_0,0.05,15,5,3,2,3,1,2,0.6666666666666666,0.6382506442002476,0.23714189265756647,0.7385278320859179,False,0,0,0.8541128623045979
nq_0,0.1,15,5,3,2,3,1,2,0.6666666666666666,0.6382506442002476,0.23714189265756647,0.7385278320859179,False,0,0,0.8541128623045979
nq_0,0.2,15,5,3,2,3,1,2,0.6666666666666666,0.6382506442002476,0.23714189265756647,0.7385278320859179,False,0,0,0.8541128623045979
nq_0,0.5,15,5,3,2,3,1,0,0.0,0.6382506442002476,0.23714189265756647,0.7385278320859179,True,-2,0,0.8084080633914767
nq_0,1.0,15,5,3,2,3,1,0,0.0,0.6382506442002476,0.23714189265756647,0.7385278320859179,True,-2,0,0.8038578070665195
nq_0,2.0,15,5,3,2,3,1,0,0.0,0.6382506442002476,0.23714189265756647,0.7385278320859179,True,-2,0,0.8038578070665195
nq_1,0.0,15,5,5,2,5,3,2,0.4,0.3628565698247968,0.01559706518301296,0.5364863221456886,False,0,0,0.7231898500225278
nq_1,0.05,15,5,5,2,5,3,2,0.4,0.3628565698247968,0.01559706518301296,0.5364863221456886,False,0,0,0.7231898500225278
nq_1,0.1,15,5,5,2,5,3,2,0.4,0.3628565698247968,0.01559706518301296,0.5364863221456886,True,0,0,0.714293183364005
nq_1,0.2,15,5,5,2,5,3,2,0.4,0.3628565698247968,0.01559706518301296,0.5364863221456886,True,0,0,0.714293183364005
nq_1,0.5,15,5,5,2,5,3,1,0.2,0.3628565698247968,0.01559706518301296,0.5364863221456886,True,-1,0,0.7039633519313621
nq_1,1.0,15,5,5,2,5,3,1,0.2,0.3628565698247968,0.01559706518301296,0.5364863221456886,True,-1,0,0.7039633519313621
nq_1,2.0,15,5,5,2,5,3,1,0.2,0.3628565698247968,0.01559706518301296,0.5364863221456886,True,-1,0,0.7039633519313621
nq_10,0.0,15,5,7,4,5,1,4,0.5714285714285714,0.7929025494728885,0.6877713393665227,0.8848923583159587,False,0,0,0.7949576893064805
nq_10,0.05,15,5,7,4,5,1,4,0.5714285714285714,0.7929025494728885,0.6877713393665227,0.8848923583159587,False,0,0,0.7949576893064805
nq_10,0.1,15,5,7,4,5,1,4,0.5714285714285714,0.7929025494728885,0.6877713393665227,0.8848923583159587,False,0,0,0.7949576893064805
nq_10,0.2,15,5,7,4,5,1,4,0.5714285714285714,0.7929025494728885,0.6877713393665227,0.8848923583159587,False,0,0,0.7949576893064805
nq_10,0.5,15,5,7,4,5,1,3,0.42857142857142855,0.7929025494728885,0.6877713393665227,0.8848923583159587,True,-1,0,0.7275108213752853
nq_10,1.0,15,5,7,4,5,1,2,0.2857142857142857,0.7929025494728885,0.6877713393665227,0.8848923583159587,True,-2,0,0.7211025131854963
nq_10,2.0,15,5,7,4,5,1,2,0.2857142857142857,0.7929025494728885,0.6877713393665227,0.8848923583159587,True,-2,0,0.7211025131854963
nq_100,0.0,15,5,5,3,5,2,3,0.6,0.5836608144897734,0.42897335318995183,0.6610045451396843,False,0,0,0.8360494764035818
nq_100,0.05,15,5,5,3,5,2,2,0.4,0.5836608144897734,0.42897335318995183,0.6610045451396843,True,-1,0,0.7995190113295526
nq_100,0.1,15,5,5,3,5,2,2,0.4,0.5836608144897734,0.42897335318995183,0.6610045451396843,True,-1,0,0.7995190113295526
nq_100,0.2,15,5,5,3,5,2,1,0.2,0.5836608144897734,0.42897335318995183,0.6610045451396843,True,-2,0,0.7848401266736204
nq_100,0.5,15,5,5,3,5,2,1,0.2,0.5836608144897734,0.42897335318995183,0.6610045451396843,True,-2,0,0.7683243007506491
nq_100,1.0,15,5,5,3,5,2,0,0.0,0.5836608144897734,0.42897335318995183,0.6610045451396843,True,-3,0,0.7614497981883742
nq_100,2.0,15,5,5,3,5,2,0,0.0,0.5836608144897734,0.42897335318995183,0.6610045451396843,True,-3,0,0.7614497981883742
nq_101,0.0,15,5,6,2,5,3,2,0.3333333333333333,0.3691995472574486,0.3064421671928828,0.4110378006338256,False,0,0,0.7539550120356822
nq_101,0.05,15,5,6,2,5,3,2,0.3333333333333333,0.3691995472574486,0.3064421671928828,0.4110378006338256,False,0,0,0.7539550120356822
nq_101,0.1,15,5,6,2,5,3,2,0.3333333333333333,0.3691995472574486,0.3064421671928828,0.4110378006338256,False,0,0,0.7539550120356822
nq_101,0.2,15,5,6,2,5,3,2,0.3333333333333333,0.3691995472574486,0.3064421671928828,0.4110378006338256,False,0,0,0.7539550120356822
nq_101,0.5,15,5,6,2,5,3,2,0.3333333333333333,0.3691995472574486,0.3064421671928828,0.4110378006338256,True,0,0,0.7923239439869783
nq_101,1.0,15,5,6,2,5,3,3,0.5,0.3691995472574486,0.3064421671928828,0.4110378006338256,True,1,1,0.804727689362131
nq_101,2.0,15,5,6,2,5,3,1,0.16666666666666666,0.3691995472574486,0.3064421671928828,0.4110378006338256,True,-1,0,0.7229676610658697
nq_102,0.0,15,5,7,3,5,2,3,0.42857142857142855,0.28874687853670483,0.17833176371728424,0.3853601040036979,False,0,0,0.7597615634251296
nq_102,0.05,15,5,7,3,5,2,3,0.42857142857142855,0.28874687853670483,0.17833176371728424,0.3853601040036979,False,0,0,0.7597615634251296
nq_102,0.1,15,5,7,3,5,2,3,0.42857142857142855,0.28874687853670483,0.17833176371728424,0.3853601040036979,False,0,0,0.7597615634251296
nq_102,0.2,15,5,7,3,5,2,3,0.42857142857142855,0.28874687853670483,0.17833176371728424,0.3853601040036979,True,0,0,0.7480586404353844
nq_102,0.5,15,5,7,3,5,2,2,0.2857142857142857,0.28874687853670483,0.17833176371728424,0.3853601040036979,True,-1,0,0.7382555260870106
nq_102,1.0,15,5,7,3,5,2,2,0.2857142857142857,0.28874687853670483,0.17833176371728424,0.3853601040036979,True,-1,0,0.7382555260870106
nq_102,2.0,15,5,7,3,5,2,1,0.14285714285714285,0.28874687853670483,0.17833176371728424,0.3853601040036979,True,-2,0,0.7256516162509793
nq_103,0.0,15,5,1,0,1,1,0,0.0,0.22975715860292423,0.21733311380472,0.23064459037422452,False,0,0,0.7577268664444704
nq_103,0.05,15,5,1,0,1,1,0,0.0,0.22975715860292423,0.21733311380472,0.23064459037422452,True,0,0,0.7852451859106861
nq_103,0.1,15,5,1,0,1,1,0,0.0,0.22975715860292423,0.21733311380472,0.23064459037422452,True,0,0,0.7852451859106861
nq_103,0.2,15,5,1,0,1,1,0,0.0,0.22975715860292423,0.21733311380472,0.23064459037422452,True,0,0,0.7852451859106861
nq_103,0.5,15,5,1,0,1,1,0,0.0,0.22975715860292423,0.21733311380472,0.23064459037422452,True,0,0,0.7852451859106861
nq_103,1.0,15,5,1,0,1,1,0,0.0,0.22975715860292423,0.21733311380472,0.23064459037422452,True,0,0,0.8007718339191431
nq_103,2.0,15,5,1,0,1,1,0,0.0,0.22975715860292423,0.21733311380472,0.23064459037422452,True,0,0,0.8007718339191431
nq_104,0.0,15,5,1,1,1,0,1,1.0,0.3910013506088316,0.0,0.41893001850946243,False,0,0,0.8686048803550269
nq_104,0.05,15,5,1,1,1,0,1,1.0,0.3910013506088316,0.0,0.41893001850946243,False,0,0,0.8686048803550269
